customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Prob,Churn_Predicted
7096-ZNBZI,Female,No,Yes,No,72,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Credit card (automatic),26.45,1914.5,No,0.0078933994932302,No
1902-XBTFB,Male,No,No,Yes,22,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,89.4,2001.5,Yes,0.7968959413836968,Yes
1676-MQAOA,Male,No,No,No,72,Yes,No/No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No/No internet service,Two year,Yes,Bank transfer (automatic),75.1,5336.35,No,0.0235519958086819,No
0786-IVLAW,Female,Yes,No,No,66,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,No,0.4060193352685785,No
7566-DSRLQ,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,No,0.1982362577246245,No
0643-OKLRP,Female,Yes,Yes,No,47,Yes,Yes,Fiber optic,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Electronic check,80.35,3825.85,Yes,0.489033670877625,No
7245-JMTTQ,Female,No,No,No,51,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,No,0.4846204487059544,No
6050-IJRHS,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,One year,Yes,Electronic check,106.5,7397.0,No,0.5304151006242669,Yes
6202-JVYEU,Male,No,No,No,9,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,Yes,Electronic check,19.9,164.6,No,0.2565891909030621,No
8591-TKMZH,Male,No,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No/No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,No,0.1082045732940003,No
0734-OXWBT,Male,No,No,Yes,3,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,No,0.6880006295658572,Yes
4282-ACRXS,Male,Yes,Yes,No,38,No,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,24.85,955.75,No,0.39792807224924,No
0365-TRTPY,Female,No,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,No,0.4295788843123969,No
7349-ALMUX,Male,No,No,No,37,Yes,No/No phone service,DSL,Yes,Yes,Yes,Yes,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),65.6,2313.8,No,0.0275271054166008,No
9381-NDKME,Female,Yes,Yes,No,24,No,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,0.4990368649237144,No
6502-KUGLL,Female,No,Yes,Yes,14,Yes,No/No phone service,DSL,Yes,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),59.45,780.85,No,0.2353288858700341,No
1841-YSJGV,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No/No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,No,0.0619199158315642,No
2794-XIMMO,Male,No,Yes,No,53,No,No/No phone service,DSL,No/No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,Yes,0.1502648178890986,No
8382-SHQEH,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Yes,0.8788378479935693,Yes
3511-BFTJW,Male,No,Yes,Yes,72,No,No/No phone service,DSL,Yes,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,Two year,No,Credit card (automatic),38.5,2763.0,No,0.0065062413556159,No
7668-XCFYV,Female,Yes,Yes,No,17,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,No,0.8816194888995745,Yes
2983-ZANRP,Female,No,Yes,Yes,2,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,0.7285755153083356,Yes
7845-URHJN,Female,No,Yes,No,8,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Yes,0.3322622997395102,No
3034-ZBEQN,Female,No,Yes,No,48,No,No/No phone service,DSL,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,One year,No,Mailed check,34.7,1604.5,Yes,0.0876881217529089,No
5018-HEKFO,Female,No,No,No,10,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,24.5,270.15,No,0.4610967555841457,No
2923-ARZLG,Male,No,Yes,Yes,0,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,Yes,Mailed check,19.7,0.0,No,0.2834190854987254,No
3976-NLDEZ,Male,No,No,No,1,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,20.6,20.6,No,0.4350647654006024,No
2282-YGNOR,Female,No,No,No,29,Yes,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,One year,No,Credit card (automatic),58.0,1734.5,No,0.0903738404420067,No
5336-UFNZP,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,No,0.5658764819347416,Yes
6854-EXGSF,Female,No,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,No,0.5380103392045336,Yes
1241-EZFMJ,Male,No,Yes,No,61,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),25.45,1538.6,No,0.0130099677013926,No
9233-PSYHO,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,No,0.5952125673633243,Yes
5376-PCKNB,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459.0,No,0.3704201156001029,No
8044-BGWPI,Male,No,Yes,Yes,12,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,21.15,306.05,No,0.4669166186402171,No
4060-LDNLU,Male,No,No,No,7,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,No,0.8773688010288866,Yes
3589-PPVKW,Male,No,No,No,9,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,44.4,348.15,No,0.7129841930847733,Yes
8327-LZKAS,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,Yes,0.5851509495952045,Yes
5887-IKKYO,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,Yes,No/No internet service,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,No,0.119051968746683,No
1075-BGWOH,Male,Yes,Yes,No,16,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,Yes,0.8999514439669757,Yes
1755-RMCXH,Male,No,Yes,Yes,2,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,20.3,40.25,No,0.4245921374960614,No
0302-JOIVN,Female,No,Yes,No,8,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,Yes,0.8384835339498224,Yes
3858-XHYJO,Female,No,Yes,No,40,Yes,Yes,Fiber optic,Yes,No/No internet service,Yes,No/No internet service,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,No,0.4053298932610758,No
4299-SIMNS,Male,No,No,No,9,Yes,Yes,Fiber optic,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,81.15,784.45,No,0.7512380211097895,Yes
7025-IWFHT,Male,No,No,No,41,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,No/No internet service,Yes,Yes,No/No internet service,One year,Yes,Electronic check,89.55,3729.75,No,0.3407683635686467,No
6261-LHRTG,Female,No,No,No,26,Yes,No/No phone service,DSL,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,No,0.4814854228345158,No
7841-FCRQD,Female,No,Yes,No,33,Yes,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,One year,Yes,Credit card (automatic),53.75,1857.3,No,0.1254145106878603,No
2056-EVGZL,Male,No,Yes,Yes,68,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,No,0.2045300040401685,No
8777-MBMTS,Female,Yes,Yes,No,65,Yes,No/No phone service,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6725.5,No,0.1140326171073286,No
7753-USQYQ,Male,No,No,No,55,Yes,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,Yes,One year,Yes,Electronic check,64.2,3627.3,No,0.1654827032741616,No
5366-IJEQJ,Male,No,No,No,20,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,88.7,1761.45,Yes,0.8612320185441109,Yes
7661-CPURM,Male,No,No,No,19,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,One year,Yes,Credit card (automatic),87.7,1725.95,No,0.4084452224938344,No
6233-HXJMX,Female,No,No,No,45,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,No,0.703056523911337,Yes
5902-WBLSE,Female,No,Yes,Yes,70,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,No,0.0088572410967585,No
1981-INRFU,Female,No,No,No,2,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,79.75,164.5,Yes,0.875987775665434,Yes
4971-PUYQO,Female,No,No,No,27,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes,0.8498229126741236,Yes
3239-TPHPZ,Female,No,Yes,No,12,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Electronic check,20.05,264.55,No,0.1049480090591326,No
5115-GZDEL,Male,No,No,Yes,72,No,No/No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,No,0.0103622393203643,No
3338-CVVEH,Male,No,No,No,12,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,0.8639564148657877,Yes
8485-GJCDN,Female,Yes,No,No,5,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,69.05,318.5,Yes,0.8059975692035481,Yes
2615-YVMYX,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,No,0.6031291032260021,Yes
2851-STERV,Male,Yes,No,No,35,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,No,0.3978763429390711,No
4393-GEADV,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,No,0.0557814328700213,No
8486-AYEQH,Female,No,No,No,31,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,76.05,2227.8,No,0.7645348097762132,Yes
1527-SXDPN,Male,No,Yes,Yes,52,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,Yes,No/No internet service,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,0.176962145701239,No
6029-WTIPC,Male,Yes,No,No,37,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Yes,0.8709271095664061,Yes
8634-CILSZ,Male,No,No,No,69,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,0.2767767811673936,No
5419-JKZNQ,Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,77.9,2351.45,No,0.6910173147836539,Yes
2495-KZNFB,Female,No,No,No,33,Yes,Yes,Fiber optic,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,No,0.7086502878190603,Yes
1409-PHXTF,Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,No,0.247995996000758,No
4560-WQAQW,Female,No,No,No,59,Yes,Yes,DSL,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,No,0.0741114128028629,No
9591-YVTEB,Male,Yes,No,No,55,No,No/No phone service,DSL,Yes,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,44.85,2479.05,No,0.1912872102410379,No
9309-BZGNT,Male,Yes,Yes,No,69,No,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,One year,Yes,Credit card (automatic),29.8,2134.3,No,0.0586315782079961,No
4274-DRSQT,Female,No,No,No,66,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,One year,Yes,Bank transfer (automatic),88.9,6000.1,No,0.3031210377795282,No
2027-DNKIV,Male,No,Yes,Yes,37,Yes,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,One year,Yes,Mailed check,58.75,2203.1,No,0.1374527504276379,No
8075-GXIUB,Male,Yes,Yes,No,9,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,No,Credit card (automatic),19.85,183.15,No,0.1295912620321206,No
2885-HIJDH,Male,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No/No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No,0.0486132400553566,No
5424-RLQLC,Male,No,No,No,10,Yes,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Mailed check,59.65,638.95,No,0.7041038080200096,Yes
6682-QJDGB,Male,No,No,Yes,40,Yes,No/No phone service,DSL,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,0.3012058725349382,No
6507-DTJZV,Male,No,No,Yes,13,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,No,0.6783549401769766,Yes
8780-IXSTS,Female,No,No,No,6,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,0.8435867591163656,Yes
7673-BQGKU,Female,No,Yes,Yes,69,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),20.15,1337.5,No,0.0079685477305434,No
6723-WSNTY,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No,0.2801800924364693,No
9530-EHPOH,Male,No,No,No,11,Yes,Yes,DSL,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Electronic check,53.75,608.0,Yes,0.7298300137184315,Yes
2725-IWWBA,Male,No,Yes,Yes,46,Yes,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,One year,No,Mailed check,56.9,2560.1,No,0.0781697094238305,No
0345-HKJVM,Female,No,No,No,6,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,Yes,0.8606330981139958,Yes
1061-PNTHC,Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No/No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,No,0.5649476276255021,Yes
0394-YONDK,Male,No,Yes,Yes,70,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Credit card (automatic),25.15,1790.15,No,0.0080411718482983,No
6574-MCOEH,Female,No,Yes,Yes,33,Yes,Yes,DSL,No/No internet service,No/No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,0.4582453004493587,No
7399-QHBJS,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,Two year,No,Credit card (automatic),66.75,4760.3,No,0.0104519150764216,No
3049-SOLAY,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,Yes,0.9114333979193108,Yes
0997-YTLNY,Female,No,No,Yes,19,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,48.8,953.65,No,0.4432416648020115,No
3317-HRTNN,Female,Yes,No,No,5,No,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,Yes,0.7186080395378927,Yes
9479-HYNYL,Female,No,Yes,No,71,Yes,No/No phone service,DSL,No/No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,No,0.05249539668341,No
3235-ETOOB,Male,No,Yes,No,8,Yes,No/No phone service,Fiber optic,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,74.5,609.9,Yes,0.7188860867399024,Yes
9708-KFDBY,Male,No,No,No,1,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Credit card (automatic),20.55,20.55,No,0.3498911863214844,No
8058-INTPH,Female,No,No,No,1,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,0.8779312514730593,Yes
3642-GKTCT,Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,6993.65,No,0.2684579235168596,No
0774-RMNUW,Female,No,Yes,Yes,71,No,No/No phone service,DSL,Yes,Yes,No/No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,No,0.0094459737477479,No
1334-PDUKM,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,One year,No,Credit card (automatic),86.45,5762.95,No,0.180446617869411,No
0756-MPZRL,Male,No,No,No,46,No,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,One year,No,Credit card (automatic),33.7,1537.85,No,0.0526950619071857,No
2242-MFOTG,Male,No,No,No,33,Yes,Yes,Fiber optic,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,No,Bank transfer (automatic),80.1,2603.3,No,0.2469882201189684,No
2927-CVULT,Female,No,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No/No internet service,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,No,0.0794827532356368,No
2144-BFDSO,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,0.525667620812642,Yes
8745-PVESG,Female,No,No,No,57,No,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,One year,Yes,Credit card (automatic),41.1,2258.25,No,0.0317891348246758,No
7647-GYYKX,Female,No,Yes,Yes,54,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,0.0184949642368119,No
5647-FXOTP,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,0.7800114846924008,Yes
5569-OUICF,Female,Yes,Yes,No,28,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,0.6995902785051423,Yes
8821-XNHVZ,Female,No,Yes,Yes,1,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,0.8587048935408168,Yes
2082-OJVTK,Male,No,Yes,Yes,29,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,0.8445529126410051,Yes
9700-ISPUP,Female,No,Yes,Yes,10,Yes,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,0.6241003739058548,Yes
9839-ETQOE,Male,No,No,Yes,43,No,No/No phone service,DSL,Yes,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,40.45,1912.85,No,0.2308080360328007,No
6078-VESFR,Male,Yes,Yes,No,13,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,0.6846072904020174,Yes
9027-TMATR,Female,No,Yes,No,43,Yes,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,No,0.1093632676568269,No
5940-NFXKV,Male,No,Yes,Yes,19,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,0.841847057122118,Yes
1941-HOSAM,Male,No,Yes,Yes,1,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,0.9035317317354318,Yes
9110-HSGTV,Female,No,No,No,69,Yes,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,0.043112223797956,No
0704-VCUMB,Female,No,Yes,No,61,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Credit card (automatic),20.25,1278.8,No,0.0090464072928746,No
6171-ZTVYB,Male,No,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,0.1572983659183467,No
8053-WWDRO,Female,No,Yes,No,6,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,0.3458808618988626,No
9564-KCLHR,Male,No,No,No,1,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,51.25,51.25,Yes,0.5850572309016314,Yes
1935-IMVBB,Male,No,Yes,No,56,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No,0.6584015522979613,Yes
2535-PBCGC,Female,No,Yes,No,70,No,No/No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,No,0.0120645871662543,No
2082-CEFLT,Male,No,No,No,1,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,0.7969722723571048,Yes
1470-PSXNM,Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,No/No internet service,One year,Yes,Electronic check,93.65,4520.15,No,0.4959668137125983,No
1213-NGCUN,Female,No,No,No,6,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,0.5704360135397838,Yes
